s_euclidean_plane | axiom | Euclidean plane ℝ²
s_bott_periodicity_chain | state | Bott periodicity chain of symmetric spaces
s_index_form_positive_definite | theorem | Index form is positive definite before first conjugate point
s_isotropy_representation_symmetric_space | state | Isotropy representation of a symmetric space
s_quasi_projective_variety | axiom | Quasi-projective variety
s_ringed_space | axiom | Ringed space
s_separated_morphism | axiom | Separated morphism
s_proper_morphism | axiom | Proper morphism
s_projective_morphism | axiom | Projective morphism
s_quasi_coherent_sheaf | axiom | Quasi-coherent sheaf
s_coherent_sheaf | axiom | Coherent sheaf
s_invertible_sheaf | axiom | Invertible sheaf
s_ideal_sheaf | state | Ideal sheaf
s_very_ample_divisor | axiom | Very ample divisor
s_flat_morphism | axiom | Flat morphism
s_regular_scheme | axiom | Regular scheme
s_normal_scheme | axiom | Normal scheme
s_arithmetic_genus | axiom | Arithmetic genus
s_geometric_genus | axiom | Geometric genus
s_ruled_surface | axiom | Ruled surface
s_rational_surface | axiom | Rational surface
s_minimal_model_surface | axiom | Minimal model (surface)
s_exceptional_curve | axiom | Exceptional curve of the first kind
s_closed_immersion | axiom | Closed immersion
s_open_immersion | axiom | Open immersion
s_finite_morphism | axiom | Finite morphism
s_unramified_morphism | axiom | Unramified morphism
s_formal_scheme | axiom | Formal scheme
s_elliptic_curve | axiom | Elliptic curve
s_canonical_sheaf | state | Canonical sheaf
s_dualizing_sheaf | state | Dualizing sheaf
s_conormal_sheaf | state | Conormal sheaf
s_euler_sequence | state | Euler sequence
s_twisted_sheaf | state | Twisting sheaf O(n)
s_sheaf_of_differentials | state | Sheaf of relative differentials
s_strict_transform | state | Strict transform
s_higher_direct_image | state | Higher direct image sheaf
s_irregularity | state | Irregularity
s_albanese_variety | state | Albanese variety
s_cubic_surface | state | Cubic surface
s_serre_vanishing_theorem | theorem | Serre vanishing theorem
s_adjunction_formula | theorem | Adjunction formula
s_noether_formula | theorem | Noether's formula
s_semicontinuity_theorem | theorem | Semicontinuity theorem (sheaf cohomology)
s_flat_base_change_theorem | theorem | Flat base change theorem
s_projection_formula_sheaves | theorem | Projection formula (sheaves)
s_enriques_classification | theorem | Enriques classification of surfaces
s_castelnuovo_de_franchis_theorem | theorem | Castelnuovo–de Franchis theorem
s_degree_genus_formula | theorem | Degree-genus formula
s_valuative_criterion_properness | theorem | Valuative criterion of properness
s_valuative_criterion_separatedness | theorem | Valuative criterion of separatedness
s_serre_criterion_affineness | theorem | Serre's criterion for affineness
s_cohomology_of_projective_space | theorem | Cohomology of projective space
s_cartier_theorem_smoothness | theorem | Cartier's theorem on smoothness
s_stein_factorization | theorem | Stein factorization
t_spec_construction | technique | Spec construction
t_sheaf_hom | technique | Sheaf Hom construction
t_tensor_product_of_sheaves | technique | Tensor product of sheaves
t_veronese_embedding_technique | technique | Veronese embedding technique
t_segre_embedding_technique | technique | Segre embedding technique
t_linear_system_embedding | technique | Linear system embedding
t_adjunction_technique_ag | technique | Adjunction technique (algebraic geometry)
t_flattening_stratification | technique | Flattening stratification
t_semicontinuity_method | technique | Semicontinuity method
t_formal_completion | technique | Formal completion
t_castelnuovo_contraction | technique | Castelnuovo contraction
t_minimal_model_program_step | technique | Minimal model program step
t_taking_stalks | technique | Taking stalks
t_cech_cohomology_computation | technique | Čech cohomology computation
t_canonical_embedding_technique | technique | Canonical embedding technique
s_holomorphic_map | axiom | Holomorphic map
s_dolbeault_complex | axiom | Dolbeault complex
s_theta_divisor | axiom | Theta divisor
s_schubert_cycle | axiom | Schubert cycle
s_grothendieck_residue | axiom | Grothendieck residue
s_hodge_filtration | axiom | Hodge filtration
s_variation_of_hodge_structure | axiom | Variation of Hodge structure
s_dolbeault_cohomology | state | Dolbeault cohomology
s_abel_jacobi_map | state | Abel–Jacobi map
s_lefschetz_pencil | state | Lefschetz pencil
s_pluricanonical_system | state | Pluricanonical system
s_period_mapping | state | Period mapping
s_dolbeault_theorem | theorem | Dolbeault theorem
s_hard_lefschetz_theorem | theorem | Hard Lefschetz theorem
s_lefschetz_1_1_theorem | theorem | Lefschetz (1,1) theorem
s_riemann_roch_for_surfaces | theorem | Riemann–Roch for surfaces
s_abel_theorem | theorem | Abel's theorem
s_jacobi_inversion_theorem | theorem | Jacobi inversion theorem
s_torelli_theorem | theorem | Torelli theorem
s_bertini_theorem | theorem | Bertini's theorem
s_gaga_principle | theorem | GAGA principle
s_riemann_bilinear_relations | theorem | Riemann bilinear relations
s_wirtinger_theorem | theorem | Wirtinger's theorem
s_newlander_nirenberg_theorem | theorem | Newlander–Nirenberg theorem
s_castelnuovo_rationality_criterion | theorem | Castelnuovo's rationality criterion
s_enriques_kodaira_classification | theorem | Enriques–Kodaira classification
s_exponential_sheaf_sequence | theorem | Exponential sheaf sequence
s_grothendieck_residue_theorem | theorem | Grothendieck residue theorem
s_kodaira_spencer_deformation_theory | theorem | Kodaira–Spencer deformation theory
t_dolbeault_cohomology_computation | technique | Dolbeault cohomology computation
t_hodge_theoretic_methods | technique | Hodge-theoretic methods
t_residue_calculus_on_manifolds | technique | Residue calculus on manifolds
t_schubert_calculus | technique | Schubert calculus
t_blow_up_technique | technique | Blow-up technique
t_adjunction_formula_technique | technique | Adjunction formula technique
t_lefschetz_pencil_method | technique | Lefschetz pencil method
t_period_mapping_torelli_arguments | technique | Period mapping and Torelli-type arguments
t_deformation_theory_methods | technique | Deformation theory methods
s_smooth_variety | axiom | Smooth variety
s_complete_variety | axiom | Complete variety
s_unirational_variety | axiom | Unirational variety
s_rational_variety | axiom | Rational variety
s_algebraic_cycle | axiom | Algebraic cycle
s_pure_hodge_structure | axiom | Pure Hodge structure
s_plurigenera | state | Plurigenera
s_formal_neighborhood | state | Formal neighborhood
s_multiplicity_of_a_singularity | state | Multiplicity of a singularity
s_intersection_number_global | state | Intersection number (global)
s_degree_of_a_finite_morphism | state | Degree of a finite morphism
s_genus_formula_plane_curves | theorem | Genus formula for plane curves
s_chevalley_theorem_constructible_sets | theorem | Chevalley's theorem on constructible sets
s_moving_lemma | theorem | Moving lemma
s_noether_theorem_rational_curves_surfaces | theorem | Noether's theorem on rational curves on surfaces
t_adjunction_formula | technique | Adjunction formula
t_linear_system_technique | technique | Linear system technique
t_projection_from_point | technique | Projection from a point
t_normalization_technique | technique | Normalization of a variety
t_base_change_technique | technique | Base change technique
t_descent_technique | technique | Descent technique
t_specialization_argument | technique | Specialization argument
t_generic_point_argument | technique | Generic point argument
s_smooth_homotopy | axiom | Smooth homotopy
s_degree_mod_2 | state | Degree modulo 2
s_sign_of_preimage_point | axiom | Sign of a regular preimage point
s_homotopy_invariance_of_degree | theorem | Homotopy invariance of Brouwer degree
s_boundary_theorem_degree | theorem | Boundary theorem for degree
s_degree_of_composition | theorem | Degree of a composition
s_degree_determines_surjectivity | theorem | Nonzero degree implies surjectivity
s_classification_of_smooth_compact_1_manifolds | theorem | Classification of compact 1-manifolds
s_smooth_approximation_theorem | theorem | Smooth approximation theorem
s_index_of_isolated_zero_of_vector_field | state | Index of an isolated zero of a vector field
s_linking_number | state | Linking number
s_hopf_fibration | state | Hopf fibration
s_smooth_retraction | axiom | Smooth retraction
s_framed_submanifold | axiom | Framed submanifold
s_framed_cobordism | axiom | Framed cobordism
s_pontryagin_manifold | state | Pontryagin manifold
s_smooth_isotopy | axiom | Smooth isotopy
s_density_of_regular_values | theorem | Density of regular values
s_well_definedness_of_mod_2_degree | theorem | Well-definedness of mod 2 degree
s_boundary_theorem_mod_2 | theorem | Boundary theorem (mod 2)
s_index_nondegenerate_zero_equals_sign_det | theorem | Index of a non-degenerate zero
s_nonvanishing_vector_fields_on_odd_spheres | theorem | Nonvanishing vector fields on odd-dimensional spheres
s_linking_number_homotopy_invariance | theorem | Linking number is a homotopy invariant
s_existence_of_maps_with_arbitrary_degree | theorem | Existence of maps of any given degree
s_browns_refinement_of_sard | theorem | Brown's refinement of Sard's theorem
t_induction_on_dimension_sard | technique | Induction on dimension (Sard proof)
t_proof_of_brouwer_via_sard | technique | Proof of Brouwer fixed point theorem via Sard
t_one_manifold_classification_technique | technique | One-manifold classification argument
t_diagonal_self_intersection | technique | Diagonal map and self-intersection number
t_degree_based_surjectivity | technique | Degree-based surjectivity argument
s_local_parametrization | axiom | Local parametrization
s_derivative_of_smooth_map_between_manifolds | axiom | Derivative of a smooth map between manifolds
s_tangent_space_of_preimage | state | Tangent space of a preimage
s_transversal_preimage_theorem | theorem | Transversal preimage theorem
s_transverse_intersection_dimension_formula | theorem | Transverse intersection dimension formula
s_stability_of_immersions | theorem | Stability of immersions
s_stability_of_submersions | theorem | Stability of submersions
s_stability_of_embeddings | theorem | Stability of embeddings
s_stability_of_diffeomorphisms | theorem | Stability of diffeomorphisms
s_stability_of_transversality | theorem | Stability of transversality
s_nondegenerate_critical_points_are_isolated | theorem | Nondegenerate critical points are isolated
s_compact_morse_finite_critical_points | theorem | Compact manifolds have finitely many Morse critical points
s_boundary_is_manifold | theorem | Boundary of a manifold is a manifold
s_epsilon_neighborhood_theorem | theorem | Epsilon-neighborhood theorem
s_transversality_homotopy_theorem | theorem | Transversality homotopy theorem
s_extension_theorem_transversality | theorem | Extension theorem for transversality
s_intersection_number_mod_2 | axiom | Intersection number mod 2
s_intersection_number_mod_2_homotopy_invariance | theorem | Homotopy invariance of intersection number mod 2
s_mod_2_intersection_number_of_submanifolds | state | Mod 2 intersection number of submanifolds
